,Unnamed: 0,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
411,411,634359,965,2461,the layover,2017,William H. Macy,"Kate Upton, Alexandra Daddario, Matt Barr, Matt Jones",the disappointments room,2016,D.J. Caruso,"Kate Beckinsale, Mel Raido, Gerald McRaney, Lucas Till, Michaela Conlin, Duncan Joiner, Ella Jones, Michael Landes, Jennifer Leigh Mann, Marcia DeRousse, Celia Weston, Charles Carroll, Joely Fisher, Gino Crognale",0
481,481,726946,2283,2792,the paperboy,2012,Lee Daniels,"Matthew McConaughey, Nicole Kidman, John Cusack, Zac Efron",the monuments men,2014,George Clooney,"George Clooney, Matt Damon, Bill Murray, John Goodman, Jean Dujardin, Bob Balaban, Hugh Bonneville, Cate Blanchett, Dimitri Leonidas, Justus von Dohnányi, Holger Handtke, Michael Hofland, Zahari Baharov, Michael Brandner, Sam Hazeldine, Miles Jupp, Diarmaid Murtagh, Emil vonSchoenfels, Serge Hazanavicius, Luc Feit, Emil von Schönfels, Udo Kroschwald, Aurélia Poirier, Grant Heslov, Matthew Maguire, Mike Dalton, Christian Rodska, Stefan Kolosko, Thomas Wingrich, Oliver Devoti, James Payton, Lucas Tavernier, Oscar Copp, Luciana Castellucci, Declan Mills, Richard Crehan, Corin Stuart, Andre Hinderlich, Maximillian Seidel, Marcel Mols, Matt Rippy, John Dagleish, Andrew Byron, Nicolas Heidrich, Aidan Sharp, Xavier Laurent, Ben-Ryan Davies, Nick Clooney, Joel Basman, Andrew Alexander, Adrian Bouchet, Claudia Geisler, Joe Reynolds, Levi Strasser, Piet Paes, Audrey Marnay, Nora Sagal, Avery June Jones, James Audrey Jones, Alexandre Desplat",0
313,313,453729,871,1814,the shack,2017,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Tim McGraw, Radha Mitchell",the shack,2017,Stuart Hazeldine,"Sam Worthington, Octavia Spencer, Aviv Alush, Radha Mitchell, Alice Braga, Graham Greene (II), Tim McGraw, Sumire Matsubara, Am��lie Eve, Megan Charpentier, Gage Munroe, Ryan Robbins, Derek Hamilton, Jordyn Ashley Olson, Lane Edwards, Christopher Britton, Carson Reaume, Laura MacKillop",1
379,379,577007,138,2272,mute,2018,Duncan Jones,"Alexander Skarsgrd, Paul Rudd, Justin Theroux, Levi Eisenbltter",mute,2018,Duncan Jones,"Alexander Skarsgård, Paul Rudd, Justin Theroux, Seyneb Saleh, Sam Rockwell",1
144,144,203430,1008,774,the hunger games: mockingjay - part 1,2014,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson",the hunger games: mockingjay - part 2,2015,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Julianne Moore, Gwendoline Christie, Robert Knepper, Elden Henson, Wes Chatham, Woody Harrelson, Elizabeth Banks, Jena Malone, Stanley Tucci, Donald Sutherland, Sam Claflin, Michelle Forbes, Toby Jones, Willow Shields, Jeffrey Wright, Mahershala Ali, Evan Ross, Natalie Dormer, Philip Seymour Hoffman, Stef Dawson, Meta Golding, Joe Chrest, Omid Abtahi, Eugenie Bondurant, Patina Miller, Stephanie Jones, Michael Entrekin, Cameron Brinkman, Paula Malcomson, Misty Ormiston, Kim Ormiston, Mark Jeffrey Miller, April Grace, David Hallyday, Linds Edwards, Thomas Blake Jr., Cameron MacConomy, Desmond Phillips, Elle Graham, Lacy Dmitriew, Kate Rachesky, Phillip Trop Linger, Bear Lawrence, Theodore Lawrence, King, David Londoner, David London",0
332,332,499234,60,1982,the death of stalin,2017,Armando Iannucci,"Steve Buscemi, Simon Russell Beale, Jeffrey Tambor, Andrea Riseborough",the sea of trees,2016,Gus Van Sant,"Matthew McConaughey, Naomi Watts, Ken Watanabe, Jordan Gavaris, Katie Aselton, James Saito, Hyunri, Susan Garibotto, Anna Friedman, Mark Burzenski, Owen Burke, Richard Levine, Ryoko Seta, Ai Yoshihara, Phyllis A. Gordon, Jeffrey Corazzini, Michael Steven Swanson, J.T. Turner, Joseph Oliveira, Steve Dougherty, Ami Haruna, Charles Van Eman, Jimi Stanton, Simba Dibinga, Joseph Baken, Roy Y. Chan",0
219,219,342823,2730,1354,the young offenders,2016,Peter Foott,"Alex Murphy, Chris Walley, Hilary Rose, Dominic MacHale",the runner,2015,Austin Stark,"Nicolas Cage, Connie Nielsen, Sarah Paulson, Peter Fonda, Wendell Pierce, Bryan Batt, Frederic Lehne, Wanetah Walmsley, Dana Gourrier, Divine Prince Ty Emmecca, Christopher Berry, Ciera Payton, James Moses Black, Donna DuPlantier, Brooke Hoover, Darcel Moreno, Kerry Cahill, Marcus Lyle Brown, Cullen Deuce Tonry, Michael Santos, Christine Kelly, Chris Papavasiliou, Wilbert Williams, Lawton Paseka, James Yeargain, Ashley Arpel, Jon Eyez, Harold Evans, Rhonda Dents, Mary O'Rourke, Thomas Francis Murphy, Ian Hoch, Judd Derek Lormand, Lara Grice, Yanina Hope, Moses Millman",0
306,306,449349,1324,1799,dawn of the planet of the apes,2014,Matt Reeves,"Gary Oldman, Keri Russell, Andy Serkis, Kodi Smit-McPhee",dawn of the planet of the apes,2014,Matt Reeves,"Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Kodi Smit-McPhee, Kirk Acevedo, Judy Greer, Toby Kebbell, Karin Konoval, Terry Notary, Enrique Murciano Jr., Nick Thurston, Jon Eyez, Laramie Shaw, Lee Ross, Keir O'Donnell, Kevin Rankin, Jocko Sims, Al Vicente, Matthew James, Richard King, Scott Alexander Lang, Scott Lang, Deneen Tyler, Mustafa Harris, Lombardo Boyar, Mike Seal, J.D. Evermore, Chase Boltin, Michael Papajohn, Thomas Rosales Jr., Carol Sutton, Christopher Berry",1
249,249,378191,2689,1483,the yellow birds,2017,Alexandre Moors,"Tye Sheridan, Jennifer Aniston, Alden Ehrenreich, Toni Collette",the confirmation,2016,Bob Nelson,"Clive Owen, Maria Bello, Patton Oswalt, Spencer Drever, Stephen Tobolowsky, Jaeden Lieberher, Tim Blake Nelson, Michael Eklund, Ryan Robbins, Robert Forster, Matthew Modine, Patrick Gilmore, Glenn Beck, John Stewart, Dean Wray, Tom Pickett, Luvia Petersen, Mel Tuck, Eliza Faria, Quinn Dubois, Arkie Kandola, Kwesi Ameyaw, Scott Patey, Elan Ross Gibson, Catherine Lough Haggquist, Jennifer Copping, Dave Collette, Gary Chalk",0
467,467,701753,2654,2696,the front runner,2018,Jason Reitman,"Hugh Jackman, Vera Farmiga, Courtney Ford, J.K. Simmons",the snowman,2017,Tomas Alfredson,"Michael Fassbender, Rebecca Ferguson, Charlotte Gainsbourg, Val Kilmer, J.K. Simmons, Chloë Sevigny, Sofia Helin, Toby Jones, James D'Arcy, David Dencik, Jamie Clayton, Silvia Busuioc, Jakob Oftebro, Ronan Vibert",0
96,96,145411,2450,564,the family,2013,Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo",the selfish giant,2013,Clio Barnard,"Conner Chapman, Shaun Thomas, Sean Gilder, Ian Burfield, Lorraine Ashbourne, Siobhan Finneran, Steve Evets, Rebecca Manley, Rhys McCoy, Elliott Tittensor, Ralph Ineson, Everal A. Walsh, John Wall, Mohammed Ali, Jamie Michie, Bailey Clapham, Jake Gibson, Sofina-Rose Hussain, Peter-Lee Lowther, Aron Ryan, Macy Shackleton, Patrick McCann, Joshua Foulds, Blake Atkinson, James Booth, Dougie Rooks, Reece Andrews, James Fox, Kayle Stephens, Michael Cahill, Paul Chapman, Beverly Higgins, Harry Calvert, Robert Hudson, Rob Snell, Max Smith, Chris Yates, Ken Christiansen, Vicki Hackett, Matty Bailey, Steven 'Peanut' Walker, Robert Emms, Garry Page, Tim Paley, David Peel, Joshua Haase, Simon Hearn, Mark Pitts",0
500,500,760808,2730,2934,the young offenders,2016,Peter Foott,"Alex Murphy, Chris Walley, Hilary Rose, Dominic MacHale",the homesman,2014,Tommy Lee Jones,"Tommy Lee Jones, Hilary Swank, Meryl Streep, Grace Gummer, Miranda Otto, Sonja Richter, John Lithgow, Hailee Steinfeld, James Spader, Jo Harvey Allen, Barry Corbin, David Dencik, William Fichtner, Evan Jones, Caroline Lagerfelt, Tim Blake Nelson, Jesse Plemons, Karen Jones, Martin Palmer, Jerry Vahn Knight, Adrian Doerfler, Lela Rose Allen, Sachie Capitani",0
78,78,123515,387,481,the vanishing of sidney hall,2017,Shawn Christensen,"Michelle Monaghan, Elle Fanning, Logan Lerman, Margaret Qualley",the vanishing of sidney hall,2018,Shawn Christensen,"Logan Lerman, Elle Fanning, Michelle Monaghan, Kyle Chandler, Nathan Lane, Margaret Qualley, Blake Jenner",1
1,1,4404,2917,9,love beats rhymes,2017,RZA,"Common, Hana Mae Lee, Arjun Gupta, Lucien Laviscount",love beats rhymes,2017,RZA,"Azealia Banks, Jill Scott, Lucien Laviscount, Lorraine Toussaint, Hana Mae Lee, John David Washington, Common",1
282,282,417165,538,1676,transformers: age of extinction,2014,Michael Bay,"Mark Wahlberg, Nicola Peltz, Jack Reynor, Stanley Tucci",transformers: age of extinction,2014,Michael Bay,"Mark Wahlberg, Jack Reynor, Nicola Peltz, Stanley Tucci, Kelsey Grammer, Sophia Myles, Titus Welliver, Ken Watanabe, Peter Cullen, John Goodman, Frank Welker, Bing Bing Li, John DiMaggio, Mark Ryan, Robert Foxworth, T.J. Miller, Reno Wilson, Abigail Klein, Han Geng, Bingbing Li, James Bachman, Charles Parnell, Erika Fong, Michael Collins, Zou Shiming, Richard Riehle, Patrick Bristow, Cleo King, Calvin Wimmer, Glenn Keogh, David Midthunder, Richard Gallion, Nick Horst, Kassem Gharaibeh, Ed Welburn, Yanis Kalnins, Peter A. Kelly, Jessica Gomes, Andreas Beckett, Alexander Leeb, Jamison Haase, Drew Wicks, Gene Shieh, Woei Bee, Wang Ying, William Wang, Melanie Specht, Lin Po Hung, Kevin Covais, Blair Adam Baillio, Mikal A. Vega, Andrew Arrabito, Michael Wong, Winston Yeh Kingman, Ray Lui, Candice Zhao, Li Jun Ting, Howard Y. Woo, Jingsheng Yu, Zhang Tianyu, Wu Gang, Teresa Daley",1
374,374,564856,2383,2215,diary of a wimpy kid: the long haul,2017,David Bowers,"Jason Drucker, Alicia Silverstone, Tom Everett Scott, Charlie Wright",the killing of a sacred deer,2017,Yorgos Lanthimos,"Nicole Kidman, Colin Farrell, Barry Keoghan, Alicia Silverstone, Raffey Cassidy, Bill Camp, Denise Dal Vera, Sunny Suljic",0
75,75,115768,428,456,divergent,2014,Neil Burger,"Shailene Woodley, Theo James, Kate Winslet, Jai Courtney",the divergent series: allegiant,2016,Robert Schwentke,"Shailene Woodley, Theo James, Miles Teller, Jeff Daniels, Octavia Spencer, Naomi Watts, Ansel Elgort, Ray Stevenson, Zo� Kravitz, Maggie Q, Mekhi Phifer, Daniel Dae Kim, Nadia Hilker, Keiynan Lonsdale, Jonny Weston, Bill Skarsg�rd, Andy Bean, Joseph David-Jones, Joseph David Jones, Ashley Judd, Xander Berkeley, Parisa Johnston, Rebecca Pidgeon, Billy 4 Johnston, Michael Christopher Rodney, Thomas Blake Jr., Konrad Howard, Theo Howard, Lucella Costa, Ben Levin (II), Kyle Clements, Maria Howell, Nicky Javon McNeil, Amy Parrish, Ken Dubois, Janet McTeer, Courtney Hope, Joe Knezevich, Dwayne Boyd, Andrew Farmer, Garrett Graham, Scott Poythress, Blake Webb, Rachel Hendrix, Kara Cantrell, Annie Humphrey, Leonardo Santaiti, Danielle Lyn, Alana Cavanaugh, John Gabriel, Morgan Henard, Emily Grace Dunn, Nick Madrick, Allie McCulloch, Candace B. Harris, Deja Dee, Abigail Weissert, Julianna Stasio, Shane Callahan, Al Vicente, Derek Roberts, Zeeko Zaki, Mark Hicks, Eric Mendenhall, Ryan Ashton, Julie Ivey, Suehyla El-Attar, Alan D'Antoni, Hannah Alligood, Rebecka Ray, Ian Belgard, Louis Alexander, Gary Weeks (II), Howard Greer, David Krononawitter, Tara Ochs, Jamie Renell, Erin Elizabeth Burns, Michael Beasley, David An, Anthony K. Hyatt, James McGrady, Adin Steckler, Malachi Faddis, Jose Miguel Vasquez, Kaleka, Pam Smith, Cache Thornton, Legacy Brielle Phillips, Anniston Price, Hyla Venable",0
390,390,588164,285,2315,tulip fever,2017,Justin Chadwick,"Alicia Vikander, Dane DeHaan, Jack O'Connell, Holliday Grainger",tulip fever,2017,Justin Chadwick,"Alicia Vikander, Dane DeHaan, Christoph Waltz, Holliday Grainger, Jack O'Connell, Zach Galifianakis, Judi Dench, Matthew J. Morrison, Tom Hollander, Cara Delevingne, Cressida Bonas, David Harewood, Kevin Mckidd, Douglas Hodge, Sebastian Armesto, Michael Nardone, Joanna Scanlan",1
231,231,368623,350,1449,detroit,2017,Kathryn Bigelow,"John Boyega, Anthony Mackie, Algee Smith, Jacob Latimore",detroit,2017,Kathryn Bigelow,"John Boyega, Anthony Mackie, Will Poulter, Algee Smith, Jacob Latimore, John Krasinski, Hannah Murray, Kaitlyn Dever, Jason Mitchell, Jack Reynor, Ben O'Toole, Joseph David Jones, Ephraim Sykes, Leon Thomas III, Nathan Davis, Jr., Peyton Alex Smith, Malcolm David Kelley, Gbenga Akinnagbe, Chris Chalk, Jeremy Strong, Laz Alonso, Austin H��bert, Miguel J. Pimentel, Khris Davis",1
503,503,765536,2621,2947,the great beauty,2013,Paolo Sorrentino,"Toni Servillo, Carlo Verdone, Sabrina Ferilli, Carlo Buccirosso",dormant beauty,2014,Marco Bellocchio,"Isabelle Huppert, Toni Servillo, Alba Rohrwacher, Michele Riondino, Maya Sansa, Pier Giorgio Bellocchio, Brenno Placido, Fabrizio Falco, Gianmarco Tognazzi, Roberto Herlitzka, Gigio Morra",0
118,118,163685,2576,620,troy the odyssey,2017,Tekin Girgin,"Dylan Vox, Lara Heller, Hachem Hicham, David Gray",the infiltrator,2016,Brad Furman,"Bryan Cranston, Diane Kruger, John Leguizamo, Benjamin Bratt, Yul Vázquez, Joseph Gilgun, Joe Gilgun, Olympia Dukakis, Amy Ryan, Juliet Aubrey, Elena Anaya, Rubén Ochandiano, Leanne Best, Daniel Mays, Tom Vaughan-Lawlor, Niall Hayes, Lara Decaro, Jason Isaacs, Richard Katz, Fred Furman, Juan Cely, David Horovitch, Mark Holden, Simón Andreu, Jess Fuerst, Christian Contreras, Samya Boulahri, Jasmine Jardot, Paul Brightwell, Xarah Xavier, Stephanie Callahan, Art Malik, Said Taghmaoui, Tim Dutton, Stewart O'Reilly, Ekaterina Zalitko, Ashley Bannerman, Michael Paré, Carsten Hayes, Miguel Ruiz, Ronald Fox, Andy Beckwith, Matthew Stirling, Nabil Massad, Cesare Taurasi, Rez Kabir, Dinita Gohil, Mitchell Mullen, Nathan Morse",0
375,375,568876,990,2226,the founder,2016,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",the little hours,2017,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza, John C. Reilly, Molly Shannon, Fred Armisen, Jemima Kirke, Nick Offerman, Adam Pally, Jon Gabrus, Lauren Weedman, Paul Weitz, Paul Reiser",0
155,155,225061,2530,856,rules don't apply,2016,Warren Beatty,"Lily Collins, Haley Bennett, Taissa Farmiga, Steve Tom",rules don't apply,2016,Warren Beatty,"Warren Beatty, Lily Collins, Alden Ehrenreich, Matthew Broderick, Alec Baldwin, Annette Bening, Haley Bennett, Candice Bergen, Dabney Coleman, Steve Coogan, Ed Harris, Megan Hilty, Oliver Platt, Martin Sheen, Paul Sorvino, Taissa Farmiga",1
12,12,11398,2445,37,the secret scripture,2016,Jim Sheridan,"Rooney Mara, Eric Bana, Aidan Turner, Theo James",the trust,2016,"Alex Brewer, Benjamin Brewer","Nicolas Cage, Elijah Wood, Jerry Lewis, Kevin Weisman, Steven Williams, Sky Ferreira, Alexandria Lee, Ethan Suplee, Kenna James, Carl ""Carlito"" J. Windom, Lisa Mack, Marc D. Donovan, Keston John, Joe Palubinsky, Tommie Vegas, Jay Hieron, Eric Heister, Marc Donovan, Ronnie Thurmand Jr., Erica Vanlee, Tommy Vegas, Christie Beran, Jeff Manning, Ronnie Thurmand Jr., Jeff Howard, Reagan Pfifer, Ashley LeConte Campbell, Vanessa Christelle, Paul Vato, Xin Yi Gan, Zhang Jianming, Marcus Weiss, James D. Smith Jr., Lisa Gardner",0
407,407,622065,952,2413,the huntsman: winter's war,2016,Cedric Nicolas-Troyan,"Chris Hemsworth, Jessica Chastain, Charlize Theron, Emily Blunt",the huntsman: winter's war,2016,Cedric Nicolas-Troyan,"Chris Hemsworth, Charlize Theron, Emily Blunt, Jessica Chastain, Nick Frost, Sam Claflin, Rob Brydon, Sheridan Smith, Alexandra Roach, Sope Dirisu, Sam Hazeldine, Sophie Cookson, Conrad Khan, Niamh Walter, Nana Agyeman-Bediako, Amelia Crouch, Fred Tatasciore, Ralph Ineson, Lynne Wilmot, Colin Morgan, Robert Portal, Robert Wilfort, David Mumeni, Kara Lily Hayworth, Madeleine Worrall, Osi Okerafor, Chinna Wodu, Ryan Donaldson, Andrew Rothney, Tim Delap, Antony Acheampong, Ian Davies, Maya Wasowicz, Sam Coulson, George Watkins, Annie Guy, AJ Bediako, Natahlia Colbourne, Yusuf Hofri, Eshan Gopal",1
278,278,412634,1849,1639,by the sea,2015,Angelina Jolie,"Brad Pitt, Angelina Jolie, Mlanie Laurent, Melvil Poupaud",by the sea,2015,Angelina Jolie,"Angelina Jolie, Brad Pitt, Melvil Poupaud, M��lanie Laurent, Niels Arestrup, Sarah Naudi, Richard Bohringer, Marika Green, Aldo Buontempo, Philippe Martinet, Francis Xuereb, Kathleen Beethans, Malcolm Beethans, Bjorn Kubin, Penny Dix, George Camilleri, Arcadia Vodka, Indi Marceau Coppola, Jeff Atmajian",1
220,220,343537,264,1356,the martian,2015,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara",the little death,2015,Josh Lawson,"Bojana Novakovic, Damon Herriman, Kate Box, Josh Lawson (II), Lisa McCune, Ben Lawson, Kate Mulvany, Kim Gyngell, Patrick Brammall, TJ Power, Alan Dukes, Erin James, Lachy Hulme, Tasneem Roc",0
329,329,492218,1577,1961,the vault,2017,Dan Bush,"James Franco, Scott Haze, Taryn Manning, Francesca Eastwood",the masked saint,2016,Warren P. Sonoda,"Brett Granstaff, Diahann Carroll, Lara Jean Chorostecki, Roddy Piper, T.J. McGibbon, James Preston Rogers, Mykel Shannon Jenkins, Patrick McKenna, Scott Nichol, Joan Gregson, Danielle Benton, Dwain Murphy, Rob deLeeuw, Jen Pogue, Alexis McDowell, Darcy Roy, RJ Skinner, Ann Pirvu, Sonya Ostrowski-Masotti, Sonya Ostrowski, Tanya Boychuk, Jim Calarco, Nick Baillie, Jordan Marques, Rob Thomson, Aidan Bass, Robert Smelt, Steve Gagne, Dylan Bryson, Dylan Cook, Joanna Freytag, Wayne Watkins, Mark Fisher, Matt Connors (VIII), Sophie Ostrowski, Santanna Kring, Randy Morton",0
100,100,150558,571,576,the secret life of pets,2016,"Chris Renaud, Yarrow Cheney","Louis C.K., Eric Stonestreet, Kevin Hart, Lake Bell",life of a king,2014,Jake Goldberger,"Cuba Gooding Jr., Malcolm Mays, Dennis Haysbert, Paula Jai Parker, LisaGay Hamilton, Kevin Kendricks, Pepi Sonuga, Jordan Calloway, Rachel Thomas, Richard T. Jones, Carlton Byrd, George Dick, J.D. Walsh, Derrick McMillon, Meakil Bell, JD Walsh, Lynn A. Henderson, Hammerton Killick, Glenn Fontane, Leketra Long, Michael Hadnot, Dontez Hood, Myron Bates, George Hughes, John Richardson, Kenneth Scott Coopwood, Brendan Waters, Big Jim Calloway, Melanesia, Jackson Bond, Joe Howard, Deanna Lynn Walsh, Alfonso Freeman, Kevin Chhann, Danielle Angeli, Norma Royston, Eugene Clarence Brown Jr., Blake Cooper Griffin, April Gooding, Greg Gayne, Jaida Benjamin, Edouardo Guerrero, Thurston Hill, Everett Booth, Mir Wave",0
241,241,376697,99,1481,the meg,2018,Jon Turteltaub,"Ruby Rose, Jason Statham, Rainn Wilson, Robert Taylor",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
157,157,226567,2449,863,the beyond,2017,Hasraf Dulull,"Brian Deacon, Jane Perry, David Bailie, Kosha Engler",the young messiah,2016,Cyrus Nowrasteh,"Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh, Jonathan Bailey, Finn Ireland, Sean Bean, Finn McLeod Ireland, Christian McKay, David Bradley, Agni Tsangaridou, Lois Ellington, Lee Boardman, Jane Lapotaire, David Burke, Rory Keenan, Isabelle Adriani, Dorotea Mercuri, Jarreth J. Merz, Giselda Volodi, Jarreth J. Merz, Lydia Muijen, Paul Ireland, Douglas Dean, Matt Patresi, Simone Spinazze, Giampiero Rotoli, Giorgio Antonini, Marco Iannone, Dune Medros, Gabrielle Dentoni, Gabrielle Chiararo, Ioan Gunn, Andrea Scarduzio",0
173,173,262365,649,1039,mike and dave need wedding dates,2016,Jake Szymanski,"Zac Efron, Adam Devine, Anna Kendrick, Aubrey Plaza",mike and dave need wedding dates,2016,Jake Szymanski,"Zac Efron, Anna Kendrick, Adam DeVine, Aubrey Plaza, Stephen Root, Sugar Lyn Beard, Chloe Bridges, Kumail Nanjiani, Sam Richardson, Alice Wetterlund, Stephanie Faracy, Lavell Crawford, Mary Holland, Marc Maron, Erik Griffin, Jake Szymanski, Eugene Cordero, Wendy Williams, Kyle Smigielski, Andrea Miceli, Nancy Miceli, Christina Souza, Olga Kalashnikova, Ashley Hobbs, Julia Fae, Andrea Russett, Bob Turton, Nicole Byer, Danielle Zalopany, Stephanie Allynne, Tabitha Humphrey, Jennie Pierson, Hilty Bowen, Tanisha Long, Cass Bugge, Ayden Mayeri",1
434,434,662829,1126,2548,steve jobs,2015,Danny Boyle,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",steve jobs,2015,Danny Boyle,"Michael Fassbender, Kate Winslet, Seth Rogen, Katherine Waterston, Sarah Snook, Jeff Daniels, Michael Stuhlbarg, John Ortiz, Adam Shapiro, Perla Haney-Jardine, Ripley Sobo, Makenzie Moss, Vanessa Ross, Steven Wiig, John Steen, Stan Roth, Mihran Shlougian, Robert Anthony Peters, Noreen Lee, Gail Fenton, Karen Kahn, Rachel Caproni, Lily Tung Crystal, Damara Reilly, Marika Casteel, Dylan Freitas-D'Louhy, Chris Tomasso, John Chovanec, Daniel Liddle, Lora Oliver, Colm O'Riain, Anita Bennett, Greg Mills, Melissa Etezadi, Rick Chambers, Sara Welch, Emmett Miller, Marc Istook, Carlo Cecchetto, Kristina Guerrero, Bill Seward, Mark Mester, Derrin Horton",1
188,188,288884,264,1124,the martian,2015,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara",the great wall,2017,Yimou Zhang,"Matt Damon, Tian Jing, Pedro Pascal, Willem Dafoe, Hanyu Zhang, Eddie Peng, Lu Han (V), Kenny Lin, Karry Junkai Wang, Ryan Zheng, Cheney Chen, Xuan Huang, Andy Lau",0
381,381,581624,1772,2290,hitman: agent 47,2015,Aleksander Bach,"Rupert Friend, Hannah Ware, Zachary Quinto, Ciarn Hinds",hitman: agent 47,2015,Aleksander Bach,"Rupert Friend, Hannah Ware, Zachary Quinto, Thomas Kretschmann, Emilio Rivera, Ciarán Hinds, Dan Bakkedahl, Mona Pirzad, Joe Toedtling, Rolf Kanies, Jerry Hoffmann, Angelababy, Charlene Beck, Michael Bornhütter, Melissa Broughton, Nils Brunkhorst, Michaela Caspar, Alvin Chan, Michael Corcoran, Manuel Depta, Andrew DiBartolomeo, Georg Ebinal, Jörg Ellmer, Waye Leon Goh, Matthias Günther, Jesse Hergt, Florian Hotz, Sebastian Hülk, Tomas Jester, Michael Knese, Felix Koch, Alrik Kreemke, Daniel Michael Nelson, Peter Paes, Helena Pieske, Jürgen Prochnow, Markus Ranglack, Kira Smidt, Daniel ""Stocki"" Stockhorst, Johannes Suhm, Eskindir Tesfay, Asuka Tovazzi, Janice Koh Yu-Mei, Janice Koh Yu Mei",1
10,10,8209,2712,23,a little chaos,2014,Alan Rickman,"Kate Winslet, Alan Rickman, Stanley Tucci, Matthias Schoenaerts",a little chaos,2015,Alan Rickman,"Kate Winslet, Matthias Schoenaerts, Alan Rickman, Stanley Tucci, Helen McCrory, Jennifer Ehle, Thomas Allam, Hope Hancock, Isabella Steinbarth, Hal Hewetson, Carolina Valdés, Eleanor Montgomery, Danny Webb, Cathy Belton, Steven Waddington, Adrian Scarborough, Adrian Schiller, Ben Fox, Morgan Watkins, Angus Wright, Alistair Petrie, Rupert Penry-Jones, Mia Threapleton, Henry Garrett, Jamie Bradley, Andrea Paula Paul, Richard Heap, Lois Wright, David Foxxe, William Spray, Fidelis Morgan, Pauline Moran, Michelle Newell, Kirsty Oswald, Phyllida Law, Ben Roberts, John Wark, Robin Hooper, Kristin Milward, Adam James, William Allam",1
412,412,634732,140,2464,john wick: chapter 2,2017,Chad Stahelski,"Keanu Reeves, Riccardo Scamarcio, Ian McShane, Ruby Rose",john wick: chapter 2,2017,Chad Stahelski,"Keanu Reeves, John Leguizamo, Bridget Moynahan, Thomas Sadoski, Lance Reddick, Ian McShane, Common, Margaret Daly, Riccardo Scamarcio, Peter Stormare, Laurence Fishburne, Franco Nero",1
159,159,230492,2499,897,the hollars,2016,John Krasinski,"Sharlto Copley, Charlie Day, Richard Jenkins, Anna Kendrick",the den,2014,Zachary Donohue,"Melanie Papalia, Adam Shapiro, David Schlachtenhaufen, Katija Pevec, Matt Riedy, Anna Margaret Hollyman, Saidah Arrika Ekulona, Anthony Jennings, Victoria Hanlin, Anushka Rani, Garrett Fornander, Lily Holleman, Jeff Rubino, Jonah Landow, Rikin Vasani, Brian Morvant, Alexander Rydell, Karl L. Sanders, Johnathan Vu, Vivian Kerr, Kirk Bovill, Ron Bottitta, Suzan Crowley, Matt Lasky, PJ McCabe, John Kyle Grady, Tristan Chase Bremner, Ken Roberts (II), Butch Anderson, Cassie Jordan, Benedict MacDonald, Kimberly Ables Jindra, Zack Kennedy, Richard Vernon, Brad Kranich, Vic Pirnik, Kyle Williams, Sabina Shah",0
345,345,519382,1656,2052,the competition,2018,Harvey Lowry,"Thora Birch, Chris Klein, Claire Coffee, David Blue",the preppie connection,2016,Joseph Castelo,"Lucy Fry, Thomas Mann, Amy Hargreaves, Logan Huffman, Sam Page, Bill Sage, Marko Caka, Jessica Rothe, Ryan Ward, Tom Tammi, Hemky Madera, Robert Gorrie, Daniel Covin, Keenan Jolliff, Parker Pogue, Teresa Yenque, Cilda Shaur, Jimmy Brewer, David Vega, Cassidy Thornton, David Marr III, Dylan Blue, Deshawn Harold Mitchell, Gary Milner, Guillermo Arribas, Nat DeWolf, Harry Sutton Jr., Brian J. Carter, Doug Plaut",0
