,_id,ltable_movie_no,rtable_movie_no,ltable_movie_name,ltable_movie_year,ltable_movie_director,ltable_movie_star,rtable_movie_name,rtable_movie_year,rtable_movie_director,rtable_movie_star,label
214,331614,1022,1318,inherent vice,2014,Paul Thomas Anderson,"Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston",inherent vice,2015,Paul Thomas Anderson,"Joaquin Phoenix, Josh Brolin, Owen Wilson, Katherine Waterston, Reese Witherspoon, Benicio Del Toro, Jena Malone, Maya Rudolph, Eric Roberts, Martin Short, Sasha Pieterse, Joanna Newsom, Jordan Christian Hearn, Taylor Bonin, Jeannie Berlin, Serena Scott Thomas, Martin D. Dew, Michael Kenneth Williams, Hong Chau, Shannon Collis, Christopher Allen Nelson, Catherine Haena Kim, Vivienne Khaledi, Yvette Yates, Andrew Simpson, Joe Dioletto, Sam Jaeger, Timothy C. Simons, Jack Kelly, Jillian Bell, The Growlers, Christian Williams, Michelle Sinclair, Alina Gatti, Elaine Tan, Wilson Bethel, Anders Holm, Emmet Unverzagt, Osamu Saito, Jefferson Mays, Martin Donovan, Jackie Michele Johnson, Ralph Wagner, Charley Morgan, Keith Jardine, Delaina Mitchell, Michael Cotter, Peter McRobbie, Shannon C. Sullivan, Samantha Lemole, Madison Leisle, Liam VanJoosten, David Prak, Amy Ferguson, Emma Dumont, Robert Ziegler",1
215,333049,2628,1321,the thinning,2016,Michael J. Gallagher,"Logan Paul, Peyton List, Lia Marie Johnson, Calum Worthy",the outcasts,2017,Peter Hutchings,"Eden Sher, Peyton List (II), Avan Jogia, Victoria Justice, William Peltz, Claudia Lee, Katie Chang, Ashley Rickards, Ted McGinley, Frank Whaley",0
216,339224,1965,1334,jimi: all is by my side,2013,John Ridley,"Andr Benjamin, Hayley Atwell, Imogen Poots, Ruth Negga",jimi: all is by my side,2014,John Ridley,"AndrÃ­Â© Benjamin, Imogen Poots, Ashley Charles, Hayley Atwell, Andrew Buckley, Ruth Negga, Adrian Lester, Oliver Bennett, Tom Dunlea, Claire-Hope Ashitey, Jade Yourell, Lauterio Zamparelli, Danny McColgan, Robbie Jarvis, Burn Gorman, Aoibhinn McGinnity, Amy DeBhrun, Sean Duggan, Sam McGovern, Geoffrey Burton, John Arkell, Richard Lintern, Joe McKinney, Tristan McConnell, Alexina Davidson, Siobhan Cullen, Vincent Patrick, The Hypnotic Brass Ensemble, Uttama Potolra Hubert, Uttama Potolra Hubert, Seba Graves, Seba Graves, Jafar Baji Graves, Jafar Baji Graves, Gabriel Benyehudah Hubert, Gabriel Benyehudah Hubert, Joe Doyle, Martin Galbraith, Martin Galbraith, Stephen O'Neill, Stephen O'Neill, Shane Kennedy, Jenna Logan, Tara Lee Reddick, Niamh Farrell, Frank Laverty, Michael Bates, Barry Barnes, Laurence Kinlan, Stephen Russell, Gordon Mahn, Michael Hough, Robbie O'Connor, Sophie Scott",1
217,339276,67,1337,darkest hour,2017,Joe Wright,"Gary Oldman, Lily James, Kristin Scott Thomas, Ben Mendelsohn",darkest hour,2017,Joe Wright,"Gary Oldman, Kristin Scott Thomas, Stephen Dillane, Ronald Pickup, Ben Mendelsohn, Lily James",1
218,341939,1847,1348,the right stuff,1983,Philip Kaufman,"Sam Shepard, Scott Glenn, Ed Harris, Dennis Quaid",the challenge,1982,John Frankenheimer,"Scott Glenn, Toshiro Mifune, Donna Kei Benz, Atsuo Nakamura, Calvin Jung, Clyde Kusatsu, Sab Shimada, Sab Shimono, Yoshio Inaba, Seiji Miyaguchi, Miiko Taka, Kiyoako Nagai, Kenta Fukasaku, Pamela Bowman, Roy Chapman Andrews",0
219,342823,2730,1354,the young offenders,2016,Peter Foott,"Alex Murphy, Chris Walley, Hilary Rose, Dominic MacHale",the runner,2015,Austin Stark,"Nicolas Cage, Connie Nielsen, Sarah Paulson, Peter Fonda, Wendell Pierce, Bryan Batt, Frederic Lehne, Wanetah Walmsley, Dana Gourrier, Divine Prince Ty Emmecca, Christopher Berry, Ciera Payton, James Moses Black, Donna DuPlantier, Brooke Hoover, Darcel Moreno, Kerry Cahill, Marcus Lyle Brown, Cullen Deuce Tonry, Michael Santos, Christine Kelly, Chris Papavasiliou, Wilbert Williams, Lawton Paseka, James Yeargain, Ashley Arpel, Jon Eyez, Harold Evans, Rhonda Dents, Mary O'Rourke, Thomas Francis Murphy, Ian Hoch, Judd Derek Lormand, Lara Grice, Yanina Hope, Moses Millman",0
220,343537,264,1356,the martian,2015,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig, Kate Mara",the little death,2015,Josh Lawson,"Bojana Novakovic, Damon Herriman, Kate Box, Josh Lawson (II), Lisa McCune, Ben Lawson, Kate Mulvany, Kim Gyngell, Patrick Brammall, TJ Power, Alan Dukes, Erin James, Lachy Hulme, Tasneem Roc",0
221,348406,1189,1382,unforgettable,2017,Denise Di Novi,"Rosario Dawson, Katherine Heigl, Geoff Stults, Isabella Kai Rice",unforgettable,2017,Denise Di Novi,"Katherine Heigl, Rosario Dawson, Geoff Stults, Whitney Cummings, Cheryl Ladd, Isabella Kai Rice",1
222,348459,2686,1383,the exception,2016,David Leveaux,"Lily James, Jai Courtney, Christopher Plummer, Los van Wijk",the exception,2017,David Leveaux,"Lily James, Jai Courtney, Eddie Marsan, Christopher Plummer, Janet McTeer, Ben Daniels",1
223,352671,1935,1395,the dressmaker,2015,Jocelyn Moorhouse,"Kate Winslet, Judy Davis, Liam Hemsworth, Hugo Weaving",the nightmare,2015,Rodney Ascher,"Connie Yom, Korinne Wilson, Jeff Reed, Stephen Paynter, Ana Malagon, Christopher Bleuze-Carolan, Forrest Borie, Kate Angus, Maxwell Schneller, Siegfried Peters, Annalee Cailing, Michael Mathis, Jesse Swatling-Holcomb, Madison Blue, Loni Klara Kim, Jolene Anderson, Michael Bargold, Malachi Cassel, Kevin Riley, Kaylanee Erica Davis, Nicole Bosworth, Trevor LaZelle, Brandon Berman, Cliff Christie, Estrella Cristina, Samuel Cruz, Jameelah El Shabazz, Brody Flynn, Robert Froelich, Stephen M. Joseph, Kelly Kaminski, Jess Lane, Andrea McPherson, Garrett McSherry, Rozalia Muzsnai, Pat O'Connor, Ronald Pilarski, Elise Robson, Regan Senter, Patrick Tarnawski, Yatoya Toy, Buffy Visick, Leroy Wellington, Adrian Wilson, Charles E. Davenport, Bernie Finkelstein, Paul Meixner",0
224,352774,970,1399,mother's day,2016,Garry Marshall,"Jennifer Aniston, Kate Hudson, Julia Roberts, Jason Sudeikis",mother's day,2016,Garry Marshall,"Jennifer Aniston, Kate Hudson, Julia Roberts, Jason Sudeikis, Britt Robertson, Timothy Olyphant, Jack Whitehall, Hector Elizondo, Shay Mitchell, Jon Lovitz, Brandon Spink, Christine Lakin, Sarah Chalke, Ella Anderson, Margo Martindale, Robert Pine, Aasif Mandvi, Cameron Esposito, Owen Vaccaro, Grayson Russell, Sandra Taylor, Gianna Simone, Jessi Case, Loni Love, Nicolette Noble, Sean O'Bryan, Ariana Neal, Jamie Soricelli, Lucy Walsh, Kate Linder, Caleb Brown, Tom Hines, Adreanna Gonzalez, Patti Schellhaas, Brittany Belt, Wedil David, Paul Vogt, Bethany Hartman, Anoush Nevart, Ayden Bivek, Drew Matthews, Matthew Walker, Jenifer Dillow, Richard Molina, Donielle Artese, Mikaela Gilden, Kevin Blake, Amanda Smith, Genevieve Joy, Bricine Brown, Stephen Dean, Natalie Lymor, Melissa Yu, Gabrielle Grimm, Mandy Oakes, Eric Elijah Rogers, Brandi Lewis, Shara London, Rodney Luis Aquino, Kevin Marshall Pinkney, Karah Britton, Maiya Boyd, Dawlish Carmauta, Jas Hardy, Suzanne Haring",1
225,353505,1578,1401,the dictator,2012,Larry Charles,"Sacha Baron Cohen, Anna Faris, John C. Reilly, Ben Kingsley",free the nipple,2014,Lina Esco,"Lina Esco, Casey LaBow, Lola Kirke, Zach Grenier, Griffin Newman, Monique Coleman, Crystal Lonneberg, Jen Ponton, Miriam Weisbecker, Hannah Dunne, Jordan Carey, Michael Panes, Fenton Li, Cat Cabral, Richie Noodles, John Keating, Jon-Paul Vertuccio, Jennifer Maisel, Jennifer Mais, Elyssa Brette Mactas, Michelle Miss Knockout Bracey, Liz Chuday, Vincent Leong, Carol Roland, Merritt Matthew Chase, Celey Schumer, Sarabeth Stroller, David J. Wiens, Rich Chew, Richard Chew, Leah Kilpatrick, Robin Roth, Martine Rousseau, Elise Coker, Majdi Alghader, Nanna Lyhne, Sara Dinkin, Lee Navlen, Emily Newhouse, Jason Capuano, Eliana GonzÃ­Ã§lez, Julia Li, William Diggs, Danielle Douchkoff, Victoria Bolton, Serena Lee, Natalie White, Sarah Cohen, Sara Cohen, BJ Zeligman, Eugene Resler, Penny Palmer, Elaine Levine, Gus J. Benedicto, Randi Senderowitz, Taquashia Pearson, Felix Hiciano, Abigail Ouellet, Tare Thomas, Anthony Chatmon II, Ana Medrano, Amanda Griemsmann, Bennie Road, Rebecca Fourteau, Nyeshia Padmore, Solomon Tores, Mark Kopas, Brandy Chichocki, Dawn Evans, Kareem Gatlin, Tzahalla Kessari-Sircher, Hope Vaughn, Erica Nadal, John Gorman, Jessica Espinal, Brittany Wilson, Diana Delgado, Ebby Amir, Gillian Durkee, Marc Minick, Anthony Estrada, Joe Jagde, Teisha Kuna, Don Leftt, Robert Sage, Melisa Adeyinka, Kendall Green, Byron Hagan",0
226,353583,1834,1401,the internship,2013,Shawn Levy,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",free the nipple,2014,Lina Esco,"Lina Esco, Casey LaBow, Lola Kirke, Zach Grenier, Griffin Newman, Monique Coleman, Crystal Lonneberg, Jen Ponton, Miriam Weisbecker, Hannah Dunne, Jordan Carey, Michael Panes, Fenton Li, Cat Cabral, Richie Noodles, John Keating, Jon-Paul Vertuccio, Jennifer Maisel, Jennifer Mais, Elyssa Brette Mactas, Michelle Miss Knockout Bracey, Liz Chuday, Vincent Leong, Carol Roland, Merritt Matthew Chase, Celey Schumer, Sarabeth Stroller, David J. Wiens, Rich Chew, Richard Chew, Leah Kilpatrick, Robin Roth, Martine Rousseau, Elise Coker, Majdi Alghader, Nanna Lyhne, Sara Dinkin, Lee Navlen, Emily Newhouse, Jason Capuano, Eliana GonzÃ­Ã§lez, Julia Li, William Diggs, Danielle Douchkoff, Victoria Bolton, Serena Lee, Natalie White, Sarah Cohen, Sara Cohen, BJ Zeligman, Eugene Resler, Penny Palmer, Elaine Levine, Gus J. Benedicto, Randi Senderowitz, Taquashia Pearson, Felix Hiciano, Abigail Ouellet, Tare Thomas, Anthony Chatmon II, Ana Medrano, Amanda Griemsmann, Bennie Road, Rebecca Fourteau, Nyeshia Padmore, Solomon Tores, Mark Kopas, Brandy Chichocki, Dawn Evans, Kareem Gatlin, Tzahalla Kessari-Sircher, Hope Vaughn, Erica Nadal, John Gorman, Jessica Espinal, Brittany Wilson, Diana Delgado, Ebby Amir, Gillian Durkee, Marc Minick, Anthony Estrada, Joe Jagde, Teisha Kuna, Don Leftt, Robert Sage, Melisa Adeyinka, Kendall Green, Byron Hagan",0
227,358718,1368,1416,on body and soul,2017,Ildik Enyedi,"Gza Morcsnyi, Alexandra Borbly, Zoltn Schneider, Ervin Nagy",on body and soul,2018,IldikÃ­_ Enyedi,"Alexandra BorbÃ­Â©ly, MorcsÃ­Ã§nyi GÃ­Â©za, RÃ­Â©ka Tenki, ZoltÃ­Ã§n Schneider, Ervin Nagy, Itala Bekes, Ã­ va Bata, PÃ­Ã§l MÃ­Ã§csai, Zsuzsa JÃ­Ã§rÃ­_, NÃ­_ra Rainer-Micsinyei",1
228,358857,165,1418,the theory of everything,2014,James Marsh,"Eddie Redmayne, Felicity Jones, Tom Prior, Sophie Perry",the wolf of wall street,2013,Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler, Joanna Lumley, Jean Dujardin, Jon Bernthal, Jon Favreau, Rob Reiner, Cristin Milioti, Christine Ebersole, Shea Whigham, Katarina Cas, P.J. Byrne, Kenneth Choi, Brian Sacca, Henry Zebrowski, Ethan Suplee, Barry Rothbart, Jake Hoffman, Mackenzie Meehan, Bo Dietl, Jon Spinogatti, Aya Cash, Rizwan Manji, Stephanie Kurtzuba, J.C. MacKenzie, Ashlie Atkinson, Thomas Middleditch, Stephen Kunken, Edward Herrmann, Jordan Belfort, Ted Griffin, Fran Lebowitz, Robert Clohessy, Natasha Newman-Thomas, Sandra Nelson, Johnnie Mae, Christina Jeffs, Sabina Maschi, Zana Markelson, Welker White, Danny Flaherty, Carla Corvo, Dustin Kerns, Ashley Blankenship, Deirdre Reimold, Madison McKinley Garton, Kerry Malloy, Frank Van Putten, Aaron Lazar, Steve Routman, Steve Witting, Charley Morgan, Michael Nathanson, Natalie Bensel, Tess Gillis, Jaclyn M. Keys, Krista Ashworth, Kathleen Fellegara, John Bernard Martin, Jamel Daniels, Dan Bittner, John Behlmann, Ward Horton, Bret Shuford, Paul Dion Monte, Ellen Sexton, Brian Tweedy, J.T. O'Connor, Steven Boyer, Danny A. Abeckaser, Tracy Friedman, Matthew Rauch, Michael Izquierdo, Donnie Keshawarz, Jonathan Tchaikovsky, Aaron Glaser, Ben Rameaka, Ben Loving, Brian Charles Johnson, Sebastian Tillinger, Chris Riggi, Dan Hunter, Meghan Rafferty, Jose Ramon Rosario, Davram Stiefler, Dan Daily, Ben Van Bergen, Matte Osian, Michael Devine, Jason Furlani, Scott Nicholson, Jeremy Bobb, Dean Auer, Tom Greer, Sharon Jones, Catherine Curtin, Victor Verhaeghe, Louis Vanaria, Lawrence Leighton Smith, Justin Anthony Long, Peter Youngblood Hills, Michael Bryan French, Paul Urcioli, Michael J. O'Hara, Ashley Springer, Zineb Oukach, Armen Garo, Emily Tremaine, Adria Baratta, Daniel Hepner, Marcos Gonzalez, Deema Aitken, Gregory Perri, Brendan Griffin, Starr Duncan, Saundra Williams, Loretta O. Booz, Shea Coleman, Giselle Eisenberg, Viki Boyle, Chris Caldovino, Chris Matsevac, Justin Yllanes, Remy Bennett, Jamie O'Connell, Garry Pastore, Hardy Winburn, Allyson Carr, Derek Milman, Jared Houseman, Lawrence Lau Kwok Cheong",0
229,366090,2686,1441,the exception,2016,David Leveaux,"Lily James, Jai Courtney, Christopher Plummer, Los van Wijk",the land,2016,Steven Caple Jr.,"Jorge Lendeborg Jr., Moises Arias, Rafi Gavron, Ezri Walker, Kim Coates, Erykah Badu, Michael Kenneth Williams, Machine Gun Kelly, Robert Hunter, Melvin Gregg, Christopher Amitrano, Nadia Simms, Ashleigh Morghan, Ryan Mulkay, Tom Kondilas, Davis Aguila, Deanna Sherman, Andy Tarr, Dontez James, Dominique Paramore, Dan Anders, Trinh Ann, Aswan Harris, Cherie McClain, Karin Boesler, Linda Emond, Megan Brautigam, Michael Ray Escamilla, Pauline Nowakowski, Mrva Russell, Jessica Jones, Alexander Dean Williams, Natalie Martinez",0
230,366801,1818,1441,the judge,2014,David Dobkin,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton",the land,2016,Steven Caple Jr.,"Jorge Lendeborg Jr., Moises Arias, Rafi Gavron, Ezri Walker, Kim Coates, Erykah Badu, Michael Kenneth Williams, Machine Gun Kelly, Robert Hunter, Melvin Gregg, Christopher Amitrano, Nadia Simms, Ashleigh Morghan, Ryan Mulkay, Tom Kondilas, Davis Aguila, Deanna Sherman, Andy Tarr, Dontez James, Dominique Paramore, Dan Anders, Trinh Ann, Aswan Harris, Cherie McClain, Karin Boesler, Linda Emond, Megan Brautigam, Michael Ray Escamilla, Pauline Nowakowski, Mrva Russell, Jessica Jones, Alexander Dean Williams, Natalie Martinez",0
231,368623,350,1449,detroit,2017,Kathryn Bigelow,"John Boyega, Anthony Mackie, Algee Smith, Jacob Latimore",detroit,2017,Kathryn Bigelow,"John Boyega, Anthony Mackie, Will Poulter, Algee Smith, Jacob Latimore, John Krasinski, Hannah Murray, Kaitlyn Dever, Jason Mitchell, Jack Reynor, Ben O'Toole, Joseph David Jones, Ephraim Sykes, Leon Thomas III, Nathan Davis, Jr., Peyton Alex Smith, Malcolm David Kelley, Gbenga Akinnagbe, Chris Chalk, Jeremy Strong, Laz Alonso, Austin HÃ­Â©bert, Miguel J. Pimentel, Khris Davis",1
232,370428,636,1453,home again,2017,Hallie Meyers-Shyer,"Reese Witherspoon, Michael Sheen, Candice Bergen, Pico Alexander",daddy's home,2015,"John Morris, Sean Anders","Will Ferrell, Mark Wahlberg, Linda Cardellini, Thomas Haden Church, Hannibal Buress, Owen Vaccaro, Scarlett Estevez, Alessandra Ambrosio, Paul Scheer, Sue-Lynn Ansari, JoAnna Wortham, Cedric Yarbrough, Aurora Blue, Kerry Cahill, Jamie Denbo, LaMonica Garrett, Grayson Kilpatrick, Ingrid Norvell, Justin Lebrun, Billy Slaughter, Nikki Fuega, John L. Armijo, Jeff Caperton, Tracy Brotherton, Stacie Davis, Madison Probus, Patrick Kearns, Christopher Heskey, Serenity Neil, Nazeema Bartek, Kevin Kent, Elton LeBlanc, Lyle R. Guidroz, Cooper Dodson, Andrea Vittoria Alvarado, Olivia Renee Dupepe, Mike R. Moreau, Jesse Yarborough, Tony Beard, Scott Gulino, Lajessie Smith, Laura Shaw, Cynthia LeBlanc, Abigail Williams, Saber Bankson, Didi Costine, Joseph Poliquin, Michael D. Anglin, Lisa Raziano, Daryl Thibodaux, Douglas Lacey, Candice Harrison, Joshua Probus, Tracy Mann, David Michael Cefalu, Tahseen Ghauri, Monet Jeanne Roberson, Raykim Goslar, Christina Michelle Williams, Gene Kevin Hames Jr., Eric Berris, Joseph Uzzell, Gerard 'Jerry' Lewis, Savannah Williams, Alfonzo Walker, Brady Yarborough, Charles Barber, Devin Posey, Lukas Bennett, Salma Salinas, Laney Kate Hulbert, Abigail C. Addison, Jasmine Cheramie, Nathaniel Woolsey, John Garcia, Sadarias Harrell, Michelle Tabora, Troy Compas, Rockmeyer Estes, James Harlon Palmer, Ella Maddox, Sarah-Alexia Jones, Joel K. Berger, Samantha Hopkins, Morgyn Crowley, Billy 4 Johnston, Hailey Chambliss, Jamara Laster, Brooke Hartzog, Lori Guidroz, Doug Gagnon, Marlene B. Russell, Jimi Harper, Makiah Alexander, Chris Angerdina, Joseph Stephens, Jr., Zora Ngwaba, Annabella Bennett, Charles Pitre",0
233,370500,103,1454,valerian and the city of a thousand planets,2017,Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna",valerian and the city of a thousand planets,2017,Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna, Ethan Hawke, Herbie Hancock, Kris Wu, Rutger Hauer",1
234,371452,2375,1455,american satan,2017,Ash Avildsen,"Andy Biersack, Booboo Stewart, Ben Bruce, John Bradley",american sniper,2015,Clint Eastwood,"Bradley Cooper, Sienna Miller, Luke Grimes, Kyle Gallner, Ben Reed, Elise Robertson, Luke Sunshine, Troy Vincent, Brandon Salgado Telis, Keir O'Donnell, Marnette Patterson, Jason Hall, Billy Miller, Leonard Roberts, Matthew Jason Walsh, Rey Gallegos, Kevin Lacz, Jake McDorman, Cory Hardrict, Eric Ladin, Brando Eaton, James Ryen, Jonathan Kowalsky, Shane Habberstad, Sammy Sheik, Kevin Ryan, Evan Gamble, Benjamin Mathes, Tim Griffin, Luis Jose Lopez, Brian Hallisay, Erik Aude, Jad Mhidi Senhaji, Navid Negahban, Fehd Benchemsi, Eric Close, Zack Duhame, Mido Hamada, Kathe E. Mazur, Sam Jaeger, Chance Kelly, Ryan Sadaghiani, Ayman Samman, Assaf Cohen, Fahim Fazli, Salah Salea, Hector Bucio, Aidan McGraw, Jonathan Groff, Melissa J. Hayden, Ferguson Reid, Mark Thomason, Pamela Denise Weaver, Amie Farrell, Terry Quay, James Dever, Tami Goveia, Leon Charles Farmer, Paul Meixner, Victoria Reina Sigloch, Joel Lambert, Owain Yeoman, Tony Nevada, Brett Edwards, Nick Salter, Ricky Ryba, Greg Duke, Max Charles, Jet Jurgensmeyer, Madeleine McGraw, Elizabeth Schmidt, Robert Clotworthy, Bryan Anderson, Jacob Schick, Wade White, Anthony Jennings, Vincent Selhorst-Jones",0
235,371454,685,1455,american sniper,2014,Clint Eastwood,"Bradley Cooper, Sienna Miller, Kyle Gallner, Cole Konis",american sniper,2015,Clint Eastwood,"Bradley Cooper, Sienna Miller, Luke Grimes, Kyle Gallner, Ben Reed, Elise Robertson, Luke Sunshine, Troy Vincent, Brandon Salgado Telis, Keir O'Donnell, Marnette Patterson, Jason Hall, Billy Miller, Leonard Roberts, Matthew Jason Walsh, Rey Gallegos, Kevin Lacz, Jake McDorman, Cory Hardrict, Eric Ladin, Brando Eaton, James Ryen, Jonathan Kowalsky, Shane Habberstad, Sammy Sheik, Kevin Ryan, Evan Gamble, Benjamin Mathes, Tim Griffin, Luis Jose Lopez, Brian Hallisay, Erik Aude, Jad Mhidi Senhaji, Navid Negahban, Fehd Benchemsi, Eric Close, Zack Duhame, Mido Hamada, Kathe E. Mazur, Sam Jaeger, Chance Kelly, Ryan Sadaghiani, Ayman Samman, Assaf Cohen, Fahim Fazli, Salah Salea, Hector Bucio, Aidan McGraw, Jonathan Groff, Melissa J. Hayden, Ferguson Reid, Mark Thomason, Pamela Denise Weaver, Amie Farrell, Terry Quay, James Dever, Tami Goveia, Leon Charles Farmer, Paul Meixner, Victoria Reina Sigloch, Joel Lambert, Owain Yeoman, Tony Nevada, Brett Edwards, Nick Salter, Ricky Ryba, Greg Duke, Max Charles, Jet Jurgensmeyer, Madeleine McGraw, Elizabeth Schmidt, Robert Clotworthy, Bryan Anderson, Jacob Schick, Wade White, Anthony Jennings, Vincent Selhorst-Jones",1
236,371543,1154,1456,how to train your dragon 2,2014,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson",how to train your dragon 2,2014,Dean DeBlois,"Jay Baruchel, Gerard Butler, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, Craig Ferguson, Kristen Wiig, T.J. Miller, Kit Harington, Cate Blanchett, Djimon Hounsou, Andrew Ableson, Gideon Emery, Simon Kassianides",1
237,373571,2445,1464,the secret scripture,2016,Jim Sheridan,"Rooney Mara, Eric Bana, Aidan Turner, Theo James",the forgiven,2018,Roland JoffÃ­Â©,"Forest Whitaker, Eric Bana, Jeff Gum, Morne Visser, Terry Norton, Thandi Makhubele, Debbie Sherman",0
238,374888,99,1473,the meg,2018,Jon Turteltaub,"Ruby Rose, Jason Statham, Rainn Wilson, Robert Taylor",the founder,2017,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini, Patrick Wilson, B.J. Novak, Laura Dern, Justin Randell Brooke, Kate Kneeland, Katie Kneeland, Griff Furst, Wilbur Fitzgerald, David Devries, Andrew Benator, Cara Mantella, Randall Taylor, Lacey King, Jeremy Madden, Rebecka Ray, Adam Rosenberg, Jacinte Blackenship, Jacinte Blankenship, Charles Green, David Silverman (XI), Mike Pniewski, Catherine Dyer, Susan Williams, Franco Castan, Kenny Alfonso, Kabby Borders, Valeri Rogers, Nicolette Goetz, Lauren Denham, Abbey Ferrell, Victor McCay, Steve Coulter, Ric Reitz, Joy Glover Walters, Makabe Ganey, Jody Thompson, Chris Greene, Conrad Whitaker, Afemo Omilami, Joshua Henry, Kim Banta, Devon Ogden, Gerald L. Duckworth, Jen Cohen, Jen Cohn",0
239,375386,1170,1473,the little hours,2017,Jeff Baena,"Alison Brie, Dave Franco, Kate Micucci, Aubrey Plaza",the founder,2017,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini, Patrick Wilson, B.J. Novak, Laura Dern, Justin Randell Brooke, Kate Kneeland, Katie Kneeland, Griff Furst, Wilbur Fitzgerald, David Devries, Andrew Benator, Cara Mantella, Randall Taylor, Lacey King, Jeremy Madden, Rebecka Ray, Adam Rosenberg, Jacinte Blackenship, Jacinte Blankenship, Charles Green, David Silverman (XI), Mike Pniewski, Catherine Dyer, Susan Williams, Franco Castan, Kenny Alfonso, Kabby Borders, Valeri Rogers, Nicolette Goetz, Lauren Denham, Abbey Ferrell, Victor McCay, Steve Coulter, Ric Reitz, Joy Glover Walters, Makabe Ganey, Jody Thompson, Chris Greene, Conrad Whitaker, Afemo Omilami, Joshua Henry, Kim Banta, Devon Ogden, Gerald L. Duckworth, Jen Cohen, Jen Cohn",0
240,375716,191,1479,gone girl,2014,David Fincher,"Ben Affleck, Rosamund Pike, Neil Patrick Harris, Tyler Perry",gone girl,2014,David Fincher,"Ben Affleck, Rosamund Pike, Tyler Perry, Neil Patrick Harris, David Clennon, Carrie Coon, Scoot McNairy, Kim Dickens, Lisa Banes, Missi Pyle, Emily Ratajkowski, Casey Wilson, Lola Kirke, Boyd Holbrook, Sela Ward, Lee Norris, Jamie McShane, Leonard Kelly-Young, Kathleen Rose Perkins, RL Pete Housman, Lynn Adrianna, Mark Atteberry, Darin Cooper, Kate Campbell, Brett Leigh, Antonio St. James, Lauren Glazier, Julia Prud'homme, Cooper Thornton, Casey Ruggieri, Cyd Strittmatter, Ashley Didion, Lexis Nutt, L.A. Williams, Blake Sheldon, Sean Guse, Ricky Wood, Fred Cross, Scott Takeda, Donna Rusch, Kathy Sweeney-Meadows, Mark T. Anderson",1
241,376697,99,1481,the meg,2018,Jon Turteltaub,"Ruby Rose, Jason Statham, Rainn Wilson, Robert Taylor",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
242,376803,303,1481,the gift,2015,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton, Allison Tolman",the bfg,2016,Steven Spielberg,"Ruby Barnhill, Mark Rylance, Rebecca Hall, Penelope Wilton, Jemaine Clement, Olafur Darri Olafsson, Bill Hader, Adam Godley, Michael D. Adamthwaite, Rafe Spall, Daniel Bacon, Jonathan Holmes, Chris Gibbs, Paul Moniz de Sa, Marilyn Norry, Callum Seagram Airlie, Haig Sutherland, Shauna Hansen, Denise Jones, Gabrielle Rose, Anthony Ingram, Chris Shields, Matt Frewer, Geoffrey Wade, John Emmet Tracy, William Samples, Andy Thompson, Paul Stuart Barnhill, Paul Barnhill, Lucia Ryan, Julia Torrance, Julia Elizabeth Torrance, Cal Davis, Kyle Maloney, Michael McLeod, David Orr, Zachary Read, David Glover, Joshua Callagan, Todd Biffard",0
